Tipo,Categoria,Subcategoria,Codigo,Concepto,Mes,Mes_Num,Monto
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Febrero,2,1060
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Marzo,3,1339
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Junio,6,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-014,DESPENSA,Diciembre,12,7200
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Enero,1,4929
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Febrero,2,329
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Junio,6,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-015,IMP ESTATALES,Diciembre,12,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Enero,1,12064
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Febrero,2,24857
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Marzo,3,31908
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Abril,4,26998
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Mayo,5,31804
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Junio,6,3290
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Julio,7,76
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Agosto,8,63499
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Septiembre,9,33070
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Octubre,10,38622
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Noviembre,11,971
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-010,IMP FEDERALES,Diciembre,12,41013
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Enero,1,908
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Febrero,2,548
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Marzo,3,548
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Abril,4,7564
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Mayo,5,80
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Junio,6,80
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Julio,7,80
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Agosto,8,80
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Septiembre,9,80
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Octubre,10,1730
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Noviembre,11,80
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-300,SOFTWARE,Diciembre,12,1350
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Junio,6,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,501-302,PUBLICIDAD,Diciembre,12,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Febrero,2,2499
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Marzo,3,925
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Junio,6,1736
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-030,CRM OFICINA,Diciembre,12,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Junio,6,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Noviembre,11,5723
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-033,PAPELERIA,Diciembre,12,2436
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Junio,6,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-034,CRM COMPUTO,Diciembre,12,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Febrero,2,1595
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Junio,6,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-036,MEMBRESIAS,Diciembre,12,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Enero,1,38638
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Febrero,2,744
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Marzo,3,11451
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Abril,4,11919
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Mayo,5,11919
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Junio,6,11919
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Julio,7,28060
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Agosto,8,11919
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Septiembre,9,762
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Octubre,10,23077
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Noviembre,11,21816
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-039,SEGUROS,Diciembre,12,23077
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Junio,6,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-046,CAPACITACION,Diciembre,12,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Junio,6,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,601-047,SEG VIGILA,Diciembre,12,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Enero,1,1632
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Marzo,3,808
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Abril,4,804
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Junio,6,704
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Julio,7,1375
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Septiembre,9,304
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Noviembre,11,7761
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-001,GASTOS VARIOS,Diciembre,12,4861
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Enero,1,1000
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Marzo,3,1500
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Mayo,5,10000
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Junio,6,1600
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Agosto,8,2473
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Octubre,10,3000
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Noviembre,11,2668
gasto,GASTOS DE ADMINISTRACION,GASTOS GENERALES,607-002,CAJACHICA,Diciembre,12,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Junio,6,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Octubre,10,2094
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-001,HOSPEDAJE,Diciembre,12,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Abril,4,1963
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Junio,6,1280
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Agosto,8,1187
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Septiembre,9,1422
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Octubre,10,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-002,ALIMENTOS,Diciembre,12,565
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Enero,1,910
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Mayo,5,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Junio,6,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Julio,7,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Octubre,10,710
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-003,TRANSPORTE,Diciembre,12,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Enero,1,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Febrero,2,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Marzo,3,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Abril,4,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Mayo,5,1211
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Junio,6,1378
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Julio,7,2725
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Agosto,8,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Septiembre,9,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Octubre,10,3033
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Noviembre,11,0
gasto,GASTOS DE ADMINISTRACION,GASTOS POR VIATICOS,603-004,CARRETERAS,Diciembre,12,0
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Enero,1,464
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Febrero,2,403
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Marzo,3,731
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Abril,4,490
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Mayo,5,4387
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Junio,6,595
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Julio,7,28580
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Agosto,8,2814
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Septiembre,9,468
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Octubre,10,296
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Noviembre,11,521
gasto,GASTOS FINANCIEROS,,605-001,COMISIONES,Diciembre,12,448
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Enero,1,56286
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Febrero,2,49541
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Marzo,3,83855
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Abril,4,106951
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Mayo,5,42012
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Junio,6,42183
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Julio,7,41330
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Agosto,8,46995
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Septiembre,9,46772
financiamiento,GASTOS FINANCIEROS,,605-006,CREDITOS,Octubre,10,-395680
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Noviembre,11,4360
gasto,GASTOS FINANCIEROS,,605-006,CREDITOS,Diciembre,12,47281
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Enero,1,5838
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Febrero,2,7318
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Marzo,3,14407
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Abril,4,0
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Mayo,5,7767
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Junio,6,21285
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Julio,7,0
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Agosto,8,0
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Septiembre,9,7571
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Octubre,10,7650
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Noviembre,11,6556
gasto,GASTOS FINANCIEROS,,605-004,INTERESES,Diciembre,12,-13513
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Enero,1,0
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Febrero,2,0
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Marzo,3,3500
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Abril,4,15000
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Mayo,5,-47000
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Junio,6,-68000
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Julio,7,0
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Agosto,8,-40000
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Septiembre,9,0
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Octubre,10,10000
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Noviembre,11,15000
gasto,GASTOS FINANCIEROS,,608-000,CAPITAL,Diciembre,12,3000
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Enero,1,6000
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Febrero,2,8000
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Marzo,3,10000
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Abril,4,-11583
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Mayo,5,-6590
